dutyName,dutyTel3,hpid,hv10,hv11,hv17,hv18,hv2,hv28,hv29,hv3,hv30,hv31,hv36,hv42,hv5,hv7,hvamyn,hvangioayn,hvcrrtayn,hvctayn,hvec,hvecmoayn,hvgc,hvhypoayn,hvidate,hvincuayn,hvmriayn,hvncc,hvoc,hvoxyayn,hvs01,hvs02,hvs03,hvs04,hvs05,hvs06,hvs07,hvs08,hvs19,hvs22,hvs26,hvs27,hvs28,hvs29,hvs30,hvs31,hvs32,hvs33,hvs34,hvs35,hvs37,hvs38,hvs50,hvs51,hvventiayn,hvventisoayn,phpid,rnum,hv35,hv40,hvicc,hvs17,hvs18,hvs24,hv26,hv41,hvs25,hvs58,query_sido,query_sigungu,hv27,hvs59,hv24,hv25,hv38,hv39,hv6,hv60,hv61,hv9,hvs12,hvs14,hvs21,hvs23,hvs56,hvs57,hvs60,hvs61,hv43,hvs36,hv13,hv14,hvcc,hvs11,hvs46,hvs47,hv32,hv34,hvs09,hvs15,hv16,hv19,hv21,hv22,hv23,hvs49,hvs52,hvs53,hvs54,hvs55,hvccc,hvs16,hv15,hv33,hv37,hvs10,hvs20,hvs48
한국보훈복지의료공단대구보훈병원,053-630-7014,A1300011,,,,,,,1,,1,,,,Y,Y,Y,Y,N1,Y,3,N1,45,N1,20260526115910,N1,Y,,6,N1,12,,1,1,,,,,,6,,1,3,2,9,,,,,,,415,,,Y,N1,A1300011,4,1,,8,13,1,,,1,1,,대구광역시,달서구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼일병원,053-659-3119,A1300045,,,,,,,1,,,,,,Y,Y,Y,Y,N1,Y,11,N1,58,N1,20260526120018,N1,Y,,0,N1,14,,1,,,,,,,4,,3,2,1,3,,,,,,,299,,,Y,N1,A1300045,5,,,,,,,,,,,대구광역시,달서구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
나사렛종합병원,053-643-3119,A1300038,,,,,,,,,1,,,,Y,Y,Y,Y,Y,Y,8,N1,50,N1,20260526115940,N1,Y,,5,N1,9,,,1,,,,,,5,,2,2,2,5,,,1,,,,231,,,Y,N1,A1300038,6,0,,3,28,1,,,,,,대구광역시,달서구,,,,,,,,,,,,,,,,,,,,,,1,,,,9,,,,,,,,,,,,,,,,,,,,,,
대구파티마병원,053-940-7119,A1300009,Y,Y,,,4,4,2,2,5,,,Y,Y,Y,Y,Y,Y,Y,-15,Y,219,Y,20260526120000,Y,Y,3,3,N1,25,5,2,5,,17,10,10,,8,2,4,3,4,33,11,18,5,1,1,,502,,,Y,Y,A1300009,1,1,,,,7,,,,,,대구광역시,동구,,,,,,,1,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강남종합병원,053-980-9018,A1300018,,,,,,,1,,,,,,Y,,Y,N1,N1,Y,12,N1,68,N1,20260526115441,N1,Y,,6,N1,15,,1,,,,,,,7,,2,2,,2,,,,,,,207,,,Y,N1,A1300018,2,,,,,,,,1,1,,대구광역시,동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
칠곡경북대학교병원,053-200-2100,A1300010,Y,Y,,,6,3,1,8,3,,0,Y,Y,Y,Y,Y,Y,Y,-7,Y,241,Y,20260526120013,Y,Y,17,5,N1,23,7,1,3,,10,14,39,0,19,2,8,5,8,52,9,27,9,3,1,,762,,,Y,Y,A1300010,1,2,12,,,2,20,,13,13,,대구광역시,북구,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,10,,1,,,,,1,,,,,,,1,1,3,2,8,1
대구가톨릭대학교칠곡가톨릭병원,053-320-2111,A1300005,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,1,N1,58,N1,20260526115734,N1,Y,,3,N1,9,,,1,,,,,,3,,2,2,,1,,,,,,,161,,,Y,N1,A1300005,2,,,,,,,,,,,대구광역시,북구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
계명대학교동산병원,053-258-6306,A1300003,Y,Y,,,0,,1,0,0,,6,Y,Y,Y,Y,Y,Y,Y,-2,Y,257,Y,20260526115934,Y,Y,0,9,Y,23,,2,1,,14,13,39,20,24,6,6,5,7,56,13,37,9,4,14,2,778,,,Y,Y,A1300003,1,0,0,3,10,1,0,,2,7,,대구광역시,서구,,,,,,,3,,,,15,,,,,,,,Y,1,,,4,8,,,0,,7,,,,,,,,,,,,,,,,,,,
의료법인구의료재단구병원,053-557-7119,A1300006,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,8,N1,73,N1,20260526064710,N1,Y,,9,N1,10,,,1,,,,,,9,,3,1,,3,,,,,,,235,,,Y,N1,A1300006,2,1,,6,18,1,,,,,,대구광역시,서구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
더블유병원,053-550-5019,A1300110,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,5,N1,71,N1,20260526115905,N1,Y,,1,Y,10,,,1,,,,,,8,,1,1,,1,,,,,,8,431,,,Y,N1,A1300110,3,,,,,,,,,,,대구광역시,서구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국보훈복지의료공단대구보훈병원,053-630-7014,A1300011,,,,,,,1,,1,,,,Y,Y,Y,Y,N1,Y,3,N1,45,N1,20260526115910,N1,Y,,6,N1,12,,1,1,,,,,,6,,1,3,2,9,,,,,,,415,,,Y,N1,A1300011,4,1,,8,13,1,,,1,1,,대구광역시,서구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼일병원,053-659-3119,A1300045,,,,,,,1,,,,,,Y,Y,Y,Y,N1,Y,11,N1,58,N1,20260526120018,N1,Y,,0,N1,14,,1,,,,,,,4,,3,2,1,3,,,,,,,299,,,Y,N1,A1300045,5,,,,,,,,,,,대구광역시,서구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
나사렛종합병원,053-643-3119,A1300038,,,,,,,,,1,,,,Y,Y,Y,Y,Y,Y,8,N1,50,N1,20260526115940,N1,Y,,5,N1,9,,,1,,,,,,5,,2,2,2,5,,,1,,,,231,,,Y,N1,A1300038,6,0,,3,28,1,,,,,,대구광역시,서구,,,,,,,,,,,,,,,,,,,,,,1,,,,9,,,,,,,,,,,,,,,,,,,,,,
대구굿모닝병원,053-620-9119,A1300076,,,,,,,1,,1,,,,Y,Y,Y,Y,N1,Y,11,N1,58,N1,20260526115857,N1,Y,,3,N1,17,,1,1,,,,,,4,,2,4,2,13,,,,,,,226,,,Y,N1,A1300076,7,0,,4,26,1,,,,,,대구광역시,서구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대구의료원,053-560-7288,A1300007,,Y,,,,,1,,1,,,Y,Y,,Y,N1,N1,Y,14,N1,35,N1,20260526115901,Y,Y,,4,N1,18,,1,1,,,,,,4,1,1,1,,13,,4,,,,,254,,,Y,N1,A1300007,8,1,0,7,18,1,82,,1,3,,대구광역시,서구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(재)미리내천주성삼성직수도회천주성삼병원,053-790-0555,A1300081,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,7,N1,34,N1,20260526120003,N1,Y,,2,N1,9,,,1,,,,,,4,,1,2,,4,,,,,,,294,,,Y,N1,A1300081,1,,,,,,,,,,,대구광역시,수성구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경북대학교병원,053-200-5100,A1300002,Y,Y,,,3,2,,4,,11,34,Y,Y,Y,Y,Y,Y,Y,2,Y,186,Y,20260526115705,Y,Y,-2,5,N1,25,4,,,20,7,7,15,44,17,2,5,5,5,82,8,11,11,9,5,,582,,,Y,Y,A1300002,1,,6,,,,20,,1,5,,대구광역시,중구,,,,,14,1,0,2,3,2,7,20,40,2,,,2,6,,,2,3,2,6,2,3,,2,,10,,,,,,,,,,,8,11,,,,,,
곽병원,053-605-3333,A1300008,,,,,,,,,2,,,,Y,,Y,N1,N1,Y,8,N1,64,N1,20260526120017,N1,Y,,4,N1,10,,,2,,,,,,4,,1,1,,2,,,,,,,221,,,Y,N1,A1300008,2,,,,,,,,,,,대구광역시,중구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
계명대학교대구동산병원,053-250-8481,A1303386,,,,,,,1,,1,,,N,Y,Y,Y,Y,Y,Y,11,N1,40,N,20260526115930,N1,Y,,3,N1,12,,1,1,,,,,,3,0,2,1,1,6,,,6,,0,,196,,,Y,N1,A1303386,3,0,,1,7,5,,,,,,대구광역시,중구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대전보훈병원,042-939-0100,A1600004,,,,,,,1,,1,,,,Y,Y,Y,Y,N1,Y,6,N1,63,N1,20260526115839,N1,Y,,5,N1,7,,1,1,,,,,,5,,1,3,1,11,,,,,,,316,,,Y,N1,A1600004,1,1,,3,10,1,,,0,1,,대전광역시,대덕구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대전한국병원,042-606-1119,A1600003,,Y,,,,,1,,,,,Y,Y,Y,Y,Y,Y,Y,0,N1,35,N1,20260526120005,Y,Y,,1,N1,9,,1,,,,,,,4,4,2,2,2,6,,1,1,,,,241,,,Y,N1,A1600003,1,,,2,12,,,,,,,대전광역시,동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
학교법인건양교육재단건양대학교병원,042-600-9119,A1600006,Y,Y,1,1,,5,2,,3,7,11,Y,Y,Y,Y,Y,Y,Y,14,Y,337,Y,20260526115521,Y,Y,2,12,Y,24,5,2,3,16,,,24,28,20,2,4,4,4,46,17,23,10,3,1,1,658,1,3,Y,Y,A1600006,1,1,11,21,59,5,20,0,0,1,0,대전광역시,서구,,,0,,,,,,,,,,,,0,,,,,,,0,,,,0,,,,,,3,0,0,0,,4,0,0,0,,,,,,,,
학교법인을지학원대전을지대학교병원,042-259-1119,A1600002,Y,Y,,,4,,2,-2,1,,,Y,Y,Y,Y,Y,Y,Y,13,Y,92,Y,20260526120000,Y,Y,16,8,N1,21,,2,1,,20,20,20,,15,16,4,2,4,70,12,47,7,3,3,,331,,,Y,Y,A1600002,2,0,7,,,11,20,0,,,30,대전광역시,서구,3,3,0,0,4,2,,1,4,6,,20,40,2,0,0,2,6,,,,,,,,,,0,,5,,,,0,0,,,,0,0,,,,,,,,
대청병원,042-589-0119,A1602246,,,,,,,,,1,,,,Y,,Y,N1,Y,Y,8,N1,112,N1,20260526120010,N1,Y,,3,N1,9,,,1,,,,,,3,,2,1,,10,,,1,,,,245,,,Y,N1,A1602246,3,,,1,17,,,,,,,대전광역시,서구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인영훈의료재단유성선병원,042-609-1119,A1600007,,,,,,,2,,1,,,Y,Y,Y,Y,Y,Y,Y,5,Y,60,N1,20260526115621,N1,Y,,-8,N1,17,,2,1,,,,,,7,1,3,2,2,16,,,2,1,,,368,,,Y,N1,A1600007,1,1,,6,19,1,,,1,1,,대전광역시,유성구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
충남대학교병원,042-280-8129,A1600001,Y,Y,,,3,3,2,5,3,2,21,Y,Y,Y,Y,Y,Y,Y,-1,Y,103,Y,20260526115900,Y,Y,5,-3,N1,28,6,2,3,20,16,14,34,30,21,5,5,4,5,76,12,36,6,8,2,,949,,,Y,Y,A1600001,1,7,15,1,12,8,26,,9,14,,대전광역시,중구,0,0,,,,,,,,,,,,,,,,,,,0,0,,,0,0,0,3,5,10,,,,,,,,,,,,,,,,,,
학교법인가톨릭학원가톨릭대학교대전성모병원,042-220-9118,A1600005,Y,Y,,,5,,2,0,,,,Y,Y,Y,Y,Y,Y,Y,10,Y,138,N1,20260526120012,Y,Y,4,4,N1,19,,3,,,15,3,4,,12,1,3,2,4,24,5,7,5,2,,,537,,,Y,Y,A1600005,2,0,,,,1,,,0,4,,대전광역시,중구,,,,,,,2,,,,9,,,,,,,,,,,,0,3,,,,1,,3,,,,,,,,,,,1,2,,,,,,
의료법인영훈의료재단대전선병원,042-220-8129,A1600008,,,,,,,1,,3,,,Y,Y,Y,Y,Y,Y,Y,14,N1,42,N1,20260526120034,N1,Y,,3,N1,17,,1,3,,,,,,7,1,2,2,2,11,,,3,,,,311,,,Y,N1,A1600008,3,0,,3,24,1,,,0,1,,대전광역시,중구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(의)서일의료재단기장병원,051-723-2119,A1200028,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,7,N1,22,N1,20260526120027,N1,Y,,0,N1,9,,,1,,,,,,3,,1,1,,1,,,,,,,154,,,Y,N1,A1200028,1,,,,,,,,,,,부산광역시,기장군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동남권원자력의학원원자력병원,051-720-5911,A1200015,,,,,,,1,,,,,,Y,Y,Y,Y,Y,Y,6,Y,115,N1,20260526115904,N1,Y,,3,N1,9,,1,,,,,,,8,,2,2,2,13,,,1,1,,,261,,,Y,N1,A1200015,2,,,8,12,,,,,,,부산광역시,기장군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산성모병원(재단법인 천주교부산교구유지재단),051-933-7119,A1200013,Y,Y,,,,4,1,,,,,,Y,,Y,N1,Y,Y,7,N1,78,N1,20260526115710,Y,Y,2,4,N1,10,4,1,,,,,10,,7,,1,1,,6,14,13,1,,,,373,,,Y,Y,A1200013,1,2,,5,18,2,,,1,2,,부산광역시,남구,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
좋은문화병원,051-630-0909,A1200026,Y,Y,,,,2,1,,2,,,Y,Y,,Y,N1,N1,Y,3,N1,84,N1,20260526115927,Y,Y,5,1,Y,7,2,1,2,,,,12,,8,8,2,2,,3,6,17,,,,1,270,,,Y,Y,A1200026,1,,,2,8,,,,2,2,,부산광역시,동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인정화의료재단 봉생기념병원,051-664-4119,A1200017,,,,,7,,,5,1,,,,Y,Y,Y,Y,Y,Y,7,N1,60,N1,20260526115338,N1,Y,,6,N1,9,,,2,,11,11,,,8,,1,2,2,11,,,4,,,,335,,,Y,N1,A1200017,2,,14,,,,31,,0,1,,부산광역시,동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대동병원,051-550-9391,A1200018,,,,,,3,1,,2,,,,Y,Y,Y,Y,Y,Y,10,N1,59,N1,20260526120022,N1,Y,,4,N1,15,3,1,2,,,,,,6,,2,1,1,10,,,1,,,,401,,,Y,N1,A1200018,1,0,,1,21,1,,,0,1,,부산광역시,동래구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동래봉생병원,051-520-5700,A1200011,,,,,,,1,,1,,,,Y,Y,Y,Y,Y,Y,4,N1,88,N1,20260526115811,N1,Y,,6,N1,8,,1,1,,,,,,7,,1,2,2,11,,,1,,,,241,,,Y,N1,A1200011,2,2,,11,18,2,,,,,,부산광역시,동래구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인 광혜의료재단 광혜병원,051-504-2119,A1200009,,,,,,,2,,1,,,,Y,,Y,N1,N1,Y,7,N1,67,N1,20260526115736,N1,Y,,3,N1,9,,2,1,,,,,,3,,1,1,,4,,,,,,,190,,,Y,N1,A1200009,3,,,2,9,,,,1,1,,부산광역시,동래구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인 온그룹의료재단 온병원,051-607-0139,A1200020,,,,,,,1,,2,,,,Y,Y,Y,Y,Y,Y,19,N1,136,N1,20260526115550,N1,Y,,7,Y,20,,1,2,,,,,,9,,4,2,2,7,,,1,,,1,588,,,Y,N1,A1200020,1,0,,8,23,1,,,5,6,,부산광역시,부산진구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
인제대학교부산백병원,051-890-5995,A1200001,Y,Y,,,0,,0,1,2,,,Y,Y,Y,Y,Y,Y,Y,19,Y,146,Y,20260526115639,Y,Y,4,3,Y,32,,1,2,,19,18,35,,17,4,5,3,6,68,19,38,16,3,7,2,691,,,Y,Y,A1200001,2,0,8,2,4,1,20,,1,8,,부산광역시,부산진구,,,,,,,0,,,,12,,,,,,,,,,,,,,,,,0,,6,,,,,,,,,,,,,,,,,,
학교법인)동의병원,051-850-8777,A1200019,,,,,,,,,1,,,,Y,Y,Y,Y,Y,Y,9,Y,116,N1,20260526115900,N1,Y,,1,N1,14,,,1,,,,,,5,,2,2,2,7,,,2,1,,,448,,,Y,N1,A1200019,3,,,15,23,,,,,,,부산광역시,부산진구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
학교법인 춘해병원,051-608-0119,A1200025,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,9,N1,108,N1,20260526115858,N1,Y,,3,N1,9,,,1,,,,,,4,,1,1,,3,,,,,,,201,,,Y,N1,A1200025,4,,,,,,,,,,,부산광역시,부산진구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구포성심병원,051-330-2090,A1200045,,,,,,,,,1,,,,Y,Y,Y,Y,N1,Y,2,N1,38,N1,20260526115535,N1,Y,,3,N1,9,,,1,,,,,,4,,1,1,1,4,,,,,,,243,,,Y,N1,A1200045,1,,,,,,,,,,,부산광역시,북구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인 인당의료재단 부민병원,051-330-3129,A1200006,,,,,,,1,,1,,,,Y,Y,Y,Y,Y,Y,7,N1,36,N1,20260526120032,N1,Y,,6,N1,10,,1,1,,,,,,8,,2,3,1,7,,,1,,,,366,,,Y,N1,A1200006,2,0,,0,18,1,,,,,,부산광역시,북구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인 은성의료재단 좋은삼선병원,051-310-9119,A1200005,,,,,,1,1,,2,,,,Y,Y,Y,Y,Y,Y,5,N1,39,N1,20260526115926,N1,Y,,3,N1,13,1,1,2,,,,,,7,,2,2,2,11,,,1,,,,375,,,Y,N1,A1200005,1,0,,2,19,2,,,2,2,,부산광역시,사상구,3,3,,,,,1,,,,5,,,,,,,,,,,,,,,,,1,,4,,,,,,,,,,,,,,,,,,
한국보훈복지의료공단 부산보훈병원,051-601-6183,A1200016,,,,,,,1,,1,,,,Y,Y,Y,Y,N1,Y,5,N1,43,N1,20260526115846,N1,Y,,5,N1,11,,1,1,,,,,,7,,2,3,2,11,,,,,,,452,,,Y,N1,A1200016,2,1,,4,9,1,,,,,,부산광역시,사상구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동아대학교병원,051-240-5300,A1200003,Y,Y,,2,,3,,,,3,4,Y,Y,Y,Y,Y,Y,Y,12,Y,162,Y,20260526115711,Y,Y,0,9,N1,19,3,,,16,,,20,30,18,4,5,3,4,76,11,30,16,4,4,,714,,4,Y,Y,A1200003,1,3,12,3,18,6,18,,0,3,,부산광역시,서구,,,,,,,0,,,,13,,,,,,,,,,2,1,2,8,2,3,,1,,11,,1,,,,,1,,,,2,7,,,,,,
고신대학교복음병원,051-990-6200,A1200004,Y,Y,,,2,,,5,,,,Y,Y,Y,Y,Y,Y,Y,7,Y,238,Y,20260526120027,Y,Y,17,3,Y,24,,,,,13,8,18,,13,7,3,3,5,53,13,19,14,3,1,1,655,,,Y,Y,A1200004,2,3,13,,,5,14,,1,1,,부산광역시,서구,,,,,,,7,,,,15,,,,,,,,,,1,4,2,5,1,4,,1,,16,,,,,,,,,,,,,,,,,,
부산대학교병원,051-240-7776,A1200002,Y,Y,0,,1,3,1,,2,1,0,Y,Y,Y,Y,Y,Y,Y,-3,Y,359,Y,20260526120000,Y,Y,3,15,N,17,3,1,2,12,10,,20,0,26,12,9,6,10,100,17,17,21,9,21,1,901,2,,Y,Y,A1200002,3,2,3,7,24,4,19,0,2,10,0,부산광역시,서구,,,0,0,22,2,0,1,12,9,0,42,82,2,0,0,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼육부산병원,051-600-7750,A1200021,,Y,,,,,1,,,,,Y,Y,Y,Y,Y,Y,Y,4,Y,12,N1,20260526120022,Y,Y,,,N1,9,,1,,,,,,,,1,2,1,1,9,,1,2,1,,,302,,,Y,N1,A1200021,4,0,,1,14,1,,,,,,부산광역시,서구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
비에이치에스한서병원,051-998-1119,A1200007,,,,,,,1,,2,,,,Y,Y,Y,Y,Y,Y,14,Y,94,N1,20260526120038,N1,Y,,1,N1,17,,1,2,,,,,,4,,1,1,2,11,,,1,1,,,283,,,Y,N1,A1200007,1,,,7,16,,,,,,,부산광역시,수영구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인 은성의료재단 좋은강안병원,051-610-9119,A1200008,,,,,,,1,,1,,,,Y,Y,Y,Y,Y,Y,3,Y,77,N1,20260526115934,N1,Y,,5,N1,15,,1,1,,,,,,9,,3,3,2,16,,,5,1,,,535,,,Y,N1,A1200008,2,0,,2,30,2,,,2,3,,부산광역시,수영구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인 센텀의료재단 센텀종합병원,051-750-5119,A1200098,,,,,,,,,1,,,,Y,Y,Y,Y,N1,Y,5,N1,71,N1,20260526115347,N1,Y,,9,N1,9,,,1,,,,,,9,,2,2,1,11,,,,,,,338,,,Y,N1,A1200098,3,1,,7,16,1,,,,,,부산광역시,수영구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시의료원,051-607-2140,A1200024,,N,,,8,,1,11,1,,,N,Y,Y,Y,Y,Y,Y,14,N1,151,N1,20260526115839,N,Y,,6,N1,18,,1,1,,13,14,,,7,1,1,1,2,19,,2,4,,,,398,,,Y,N1,A1200024,1,,2,,,,29,,5,7,,부산광역시,연제구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인 행도의료재단 해동병원,051-410-6688,A1200012,,,,,,,1,,,,,,Y,,Y,N1,Y,Y,6,N1,53,N1,20260526120028,N1,Y,,2,Y,6,,1,,,,,,,3,,1,1,,5,,,1,,,12,256,,,Y,N1,A1200012,1,,,2,9,,,,0,0,,부산광역시,영도구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
영도병원,051-419-7575,A1200014,,,,,,,1,,1,,,,Y,,Y,N1,N1,Y,6,N1,17,N1,20260526115912,N1,Y,,3,N1,7,,1,1,,,,,,3,,1,1,,7,,,,,,,217,,,Y,N1,A1200014,2,,,1,10,,,,,,,부산광역시,영도구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
재단법인천주교부산교구유지재단 메리놀병원,051-461-2300,A1200023,,,,,,,,,1,,,Y,Y,Y,Y,Y,Y,Y,4,N1,95,N1,20260526120010,N1,Y,,6,N1,9,,,1,,,,,,8,1,1,1,1,9,,,2,,,,380,,,Y,N1,A1200023,1,1,,7,18,1,,,,,,부산광역시,중구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
인제대학교 해운대백병원,051-797-0135,A1200022,Y,Y,2,3,2,1,2,4,3,5,12,Y,Y,Y,Y,Y,Y,Y,8,Y,123,Y,20260526115727,Y,Y,-3,11,N1,29,3,2,3,12,28,27,23,30,22,2,5,3,4,70,7,48,17,7,15,,710,5,3,Y,Y,A1200022,1,0,,,,2,,,0,7,,부산광역시,해운대구,,,,,,,,,,,,,,,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인 인당의료재단 해운대부민병원,051-602-8119,A1205143,,,,,,,1,,,,,,Y,Y,Y,Y,Y,Y,4,N1,39,N1,20260526115554,N1,Y,,6,Y,9,,1,,,,,,,8,,2,2,1,10,,,1,,,1,360,,,Y,N1,A1205143,2,0,,9,19,2,,,0,3,,부산광역시,해운대구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
연세대학교의과대학강남세브란스병원,02-2019-3333,A1100015,Y,Y,,,,2,1,,2,,,Y,Y,Y,Y,Y,Y,Y,-4,Y,68,Y,20260526115706,Y,Y,0,0,N1,21,2,1,2,,,,28,,23,1,4,3,6,47,10,23,6,3,5,,691,,,Y,Y,A1100015,1,,,4,29,,,,5,5,,서울특별시,강남구,,,,,,,6,,,,12,,,,,,,,,,,,,,,,,2,,8,,,,,,,,,,,,,,,,,,
삼성서울병원,02-3410-2060,A1100010,Y,Y,,,12,3,1,18,2,,,Y,Y,Y,Y,Y,Y,Y,-7,Y,382,Y,20260526115921,Y,Y,2,7,N1,52,4,2,2,,30,23,59,,53,8,19,16,15,117,22,43,21,11,2,,1527,,,Y,Y,A1100010,2,2,4,14,14,2,27,,12,18,,서울특별시,강남구,,,,,,,3,,,,12,,,,,,,,,,,,,,,,4,6,15,12,,,,,,,,,,,12,36,,,,,,
강동경희대학교병원,02-440-7000,A1100043,Y,Y,2,,,3,2,,1,3,5,Y,Y,Y,Y,Y,Y,Y,0,Y,166,Y,20260526120022,Y,Y,3,8,N,15,3,2,3,19,,,17,30,17,8,2,2,3,32,9,13,4,1,1,0,630,3,,Y,Y,A1100043,1,,,3,27,,,2,1,1,2,서울특별시,강동구,,,,,,,,,,,,,,,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
성심의료재단강동성심병원,02-2224-2358,A1100028,Y,Y,,,3,,1,,6,,,Y,Y,Y,Y,Y,Y,Y,3,Y,172,Y,20260526115551,Y,Y,2,4,N1,15,,1,6,,18,,3,,13,1,4,2,5,35,3,3,8,3,1,,566,,,Y,Y,A1100028,2,3,,7,19,5,,,0,2,,서울특별시,강동구,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국보훈복지의료공단중앙보훈병원,02-2225-1100,A1100053,,,,,8,,1,8,2,,,N,Y,Y,Y,Y,Y,Y,8,Y,147,N1,20260526115942,N1,Y,,5,N1,22,,1,2,,15,14,,,14,1,3,4,4,47,,,10,1,,,823,,,Y,N1,A1100053,3,1,35,,,1,60,,2,7,,서울특별시,강동구,,,,,,,2,,,,14,,,,,,,,,,,,,,,,,5,,10,,,,,,,,,,,,,,,,,,
이화여자대학교의과대학부속서울병원,02-6986-5119,A1120796,Y,Y,,,0,5,2,8,3,,,Y,Y,Y,Y,Y,Y,Y,-2,Y,113,Y,20260526115541,Y,Y,3,7,N1,14,9,2,6,,10,17,24,,19,2,4,4,5,58,7,17,10,3,5,,732,,,Y,Y,A1120796,1,1,,0,11,7,,,3,6,,서울특별시,강서구,,,,,,,0,,,,17,,,,,,,,,,,,,,,,,0,,11,,,,,,,,,,,1,19,,,,,,
