realtime_hospital_name,realtime_emergency_tel,hpid,pediatric_ventilator_status,incubator_status,avail_er_dedicated_icu_negative_pressure,avail_er_dedicated_icu_general_isolation,avail_icu_internal_medicine,avail_pediatric_beds,avail_er_negative_pressure_isolation_beds,avail_icu_surgery,avail_er_general_isolation_beds,avail_er_dedicated_icu,avail_er_dedicated_inpatient_beds,delivery_room_status,ct_status,angio_status,available_ambulance_yn,available_angio_yn,available_crrt_yn,available_ct_yn,avail_er_general_beds,available_ecmo_yn,avail_inpatient_general_beds,available_targeted_temperature_management_yn,realtime_updated_at,available_incubator_yn,available_mri_yn,avail_icu_neonatal,avail_operating_rooms,available_hyperbaric_oxygen_yn,standard_er_general_beds,standard_pediatric_beds,standard_er_negative_pressure_isolation_beds,standard_er_general_isolation_beds,standard_er_dedicated_icu,standard_icu_internal_medicine,standard_icu_surgery,standard_icu_neonatal,standard_er_dedicated_inpatient_beds,standard_operating_rooms,standard_delivery_rooms,standard_ct,standard_mri,standard_angio,standard_ventilator_general,standard_ventilator_premature,standard_incubator,standard_crrt,standard_ecmo,standard_targeted_temperature_management,standard_hyperbaric_oxygen,standard_inpatient_general_beds,standard_er_dedicated_icu_negative_pressure,standard_er_dedicated_icu_general_isolation,available_ventilator_yn,available_ventilator_premature_yn,old_hpid,avail_icu_negative_pressure_isolation,avail_psychiatric_closed_ward_beds,avail_icu_general,standard_icu_general,standard_icu_negative_pressure_isolation,standard_psychiatric_closed_ward_beds,avail_infection_moderate_beds,avail_inpatient_negative_pressure_isolation,standard_inpatient_negative_pressure_isolation,standard_infection_moderate_beds,query_sido,query_sigungu,avail_cohort_isolation,standard_cohort_isolation,avail_infection_severe_beds,avail_infection_semi_severe_beds,avail_trauma_dedicated_inpatient_beds,avail_trauma_dedicated_operating_rooms,avail_icu_neurosurgery,avail_trauma_resuscitation_room,avail_trauma_patient_care_area,avail_icu_trauma,standard_icu_neurosurgery,standard_icu_trauma,standard_trauma_dedicated_inpatient_beds,standard_trauma_dedicated_operating_rooms,standard_infection_severe_beds,standard_infection_semi_severe_beds,standard_trauma_resuscitation_room,standard_trauma_patient_care_area,avail_burn_treatment_room,standard_burn_treatment_room,avail_isolation_negative_pressure_area_beds,avail_isolation_general_area_beds,avail_icu_neurology,standard_icu_neurology,standard_isolation_negative_pressure_area_beds,standard_isolation_general_area_beds,avail_icu_pediatric,avail_icu_cardiology,standard_icu_pediatric,standard_icu_cardiology,avail_pediatric_general_isolation,avail_er_dedicated_inpatient_negative_pressure,avail_er_dedicated_inpatient_general_isolation,avail_infectious_disease_icu_beds,avail_infectious_disease_icu_negative_pressure_beds,standard_pediatric_general_isolation,standard_er_dedicated_inpatient_negative_pressure,standard_er_dedicated_inpatient_general_isolation,standard_infectious_disease_icu_beds,standard_infectious_disease_icu_negative_pressure_beds,avail_icu_thoracic_surgery,standard_icu_thoracic_surgery,avail_pediatric_negative_pressure_isolation,avail_er_dedicated_pediatric_icu,avail_er_dedicated_pediatric_inpatient_beds,standard_er_dedicated_pediatric_icu,standard_er_dedicated_pediatric_inpatient_beds,standard_pediatric_negative_pressure_isolation,collected_at
차의과학대학교부속구미차병원,054-450-9998,A2700007,Y,Y,0.0,,,4.0,3.0,,3.0,7.0,10.0,Y,Y,Y,Y,Y,Y,Y,11,Y,79.0,Y,20260523193505,Y,Y,3.0,7.0,N1,20.0,5.0,3.0,3.0,25.0,,,8.0,30.0,8.0,3.0,3.0,2.0,2.0,21.0,3.0,13.0,2.0,1.0,2.0,,301.0,3.0,,Y,Y,A2700007,,,1.0,18.0,,,,,,,경상북도,구미시,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
순천향대학교부속구미병원,054-468-9119,A2700013,,Y,,,,0.0,1.0,,2.0,0.0,2.0,Y,Y,Y,Y,Y,Y,Y,9,N1,66.0,N1,20260523193120,Y,Y,,6.0,N1,13.0,4.0,1.0,2.0,2.0,,,,3.0,6.0,1.0,2.0,2.0,2.0,21.0,,1.0,2.0,,,,263.0,,,Y,N1,A2700013,2.0,,2.0,31.0,2.0,,,0.0,1.0,,경상북도,구미시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
구미강동병원,054-478-9521,A2700015,,,,,,,1.0,,2.0,,,,Y,Y,Y,Y,N1,Y,6,N1,64.0,N1,20260523193421,N1,Y,,5.0,N1,7.0,,1.0,2.0,,,,,,5.0,,1.0,1.0,1.0,3.0,,,,,,,191.0,,,Y,N1,A2700015,,,5.0,12.0,,,9.0,,,9.0,경상북도,구미시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
의료법인덕산의료재단김천제일병원,054-420-9500,A2700012,,,,,,,1.0,,3.0,,,Y,Y,Y,Y,Y,N1,Y,12,N1,99.0,N1,20260523193328,N1,Y,,4.0,N1,16.0,,1.0,3.0,,,,,,4.0,3.0,1.0,1.0,1.0,10.0,,,,,,,279.0,,,Y,N1,A2700012,,,4.0,18.0,,,,,,,경상북도,김천시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
경상북도김천의료원,054-429-8234,A2700018,,,,,,,1.0,,,,,,Y,,Y,N1,N1,Y,14,N1,41.0,N1,20260523193502,N1,Y,,5.0,N1,17.0,,1.0,,,,,,,5.0,,1.0,2.0,,7.0,,,,,,,274.0,,,Y,N1,A2700018,1.0,,3.0,22.0,3.0,,,,,,경상북도,김천시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
의료법인동춘의료재단문경제일병원,054-550-7777,A2700006,,,,,,,1.0,,0.0,,,,Y,,Y,N1,N1,Y,15,N1,62.0,N1,20260523193500,N1,Y,,2.0,N1,17.0,,1.0,2.0,,,,,,3.0,,2.0,1.0,,8.0,,,,,,,309.0,,,Y,N1,A2700006,1.0,58.0,16.0,31.0,1.0,162.0,,4.0,4.0,,경상북도,문경시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
의료법인삼백의료재단상주성모병원,054-530-7811,A2700009,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,9,N1,33.0,N1,20260523193431,N1,Y,,3.0,N1,9.0,,,1.0,,,,,,3.0,,1.0,1.0,,1.0,,,,,,,172.0,,,Y,N1,A2700009,,,2.0,10.0,,,,,,,경상북도,상주시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
상주적십자병원,054-530-3171,A2700011,,Y,,,,,1.0,,,,,Y,Y,,Y,N1,Y,Y,7,N1,64.0,N1,20260523193449,Y,Y,,3.0,N1,9.0,,1.0,,,,,,,3.0,1.0,1.0,1.0,,7.0,,2.0,1.0,,,,164.0,,,Y,N1,A2700011,,,4.0,10.0,,,,,,,경상북도,상주시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
의료법인안동병원,054-840-0119,A2700014,Y,Y,0.0,,0.0,0.0,,,,3.0,21.0,Y,Y,Y,Y,Y,Y,Y,1,Y,126.0,Y,20260523193200,Y,Y,10.0,11.0,Y,15.0,3.0,,,19.0,20.0,,10.0,30.0,11.0,3.0,6.0,3.0,5.0,67.0,3.0,12.0,14.0,4.0,13.0,1.0,775.0,1.0,,Y,Y,A2700014,3.0,0.0,13.0,13.0,3.0,34.0,,4.0,6.0,,경상북도,안동시,,,,,3.0,2.0,,1.0,6.0,3.0,,20.0,40.0,2.0,,,2.0,6.0,,1.0,2.0,3.0,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
안동성소병원,054-850-8282,A2700004,,Y,,,,,1.0,,1.0,,,Y,Y,Y,Y,Y,Y,Y,9,N1,137.0,N1,20260523193516,Y,Y,,6.0,N1,12.0,,1.0,2.0,,,,,,6.0,1.0,2.0,2.0,2.0,21.0,,4.0,1.0,,,,396.0,,,Y,N1,A2700004,1.0,23.0,12.0,18.0,3.0,186.0,,1.0,2.0,,경상북도,안동시,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
경상북도안동의료원,054-850-6100,A2700001,,,,,,,,,2.0,,,,Y,,Y,N1,N1,Y,6,N1,128.0,N1,20260523193501,N1,Y,,5.0,N1,6.0,,,2.0,,,,,,5.0,,1.0,1.0,,8.0,,,,,,,238.0,,,Y,N1,A2700001,,,6.0,10.0,,,,,,,경상북도,안동시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
영주기독병원,054-635-3050,A2700031,,Y,,,,,,,1.0,,,Y,Y,,Y,N1,N1,Y,3,N1,10.0,N1,20260523193529,Y,N1,,1.0,N1,4.0,,,1.0,,,,,,1.0,1.0,1.0,,,1.0,,2.0,,,,,70.0,,,Y,N1,A2700031,,,,,,,,,,,경상북도,영주시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
영주자인병원,070-7335-5229,A2700020,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,1,N1,28.0,N1,20260523193532,N1,Y,,,N1,4.0,,,1.0,,,,,,2.0,,1.0,1.0,,,,,,,,,133.0,,,N1,N1,A2700020,,,,,,,,,,,경상북도,영주시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
영주적십자병원,054-630-0112,A2702752,,,,,,,1.0,,,,,,Y,,Y,N1,Y,Y,7,N1,68.0,N1,20260523193222,N1,Y,,3.0,N1,10.0,,1.0,,,,,,,3.0,,1.0,1.0,,4.0,,,1.0,,,,140.0,,,Y,N1,A2702752,,,1.0,10.0,,,,,,,경상북도,영주시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
영남대학교의과대학부속영천병원,054-330-7575,A2700017,,,,,,,1.0,,2.0,,,,Y,,Y,N1,N1,Y,9,N1,65.0,N1,20260523193419,N1,Y,,4.0,N1,10.0,,1.0,2.0,,,,,,4.0,,1.0,1.0,,1.0,,,,,,,190.0,,,Y,N1,A2700017,,,2.0,10.0,,,,,,,경상북도,영천시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
의료법인서준의료재단예천권병원,054-650-2119,A2700023,,Y,,,,,1.0,,0.0,,,Y,Y,,Y,N1,N1,Y,5,N1,81.0,N1,20260523193039,Y,Y,,2.0,N1,6.0,,1.0,0.0,,,,,,2.0,1.0,1.0,1.0,,3.0,,2.0,,,,,173.0,,,Y,N1,A2700023,,,,,,,,0.0,0.0,,경상북도,예천군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
울릉군보건의료원,054-790-6911,E2700553,,,,,,,,,,,,,Y,,Y,N1,N1,Y,5,N1,26.0,N1,20260523193501,N1,N1,,1.0,N1,5.0,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,27.0,,,Y,N1,E2700553,,,,,,,,,,,경상북도,울릉군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
울진군의료원,054-785-7119,A2700052,,,,,,,2.0,,,,,,Y,,Y,N1,N1,Y,5,N1,25.0,N1,20260523193102,N1,Y,,3.0,N1,8.0,,2.0,,,,,,,3.0,,1.0,1.0,,1.0,,,,,,,91.0,,,Y,N1,A2700052,,,,,,,,2.0,2.0,,경상북도,울진군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
의료법인영제의료재단영남제일병원,054-861-9111,A2700063,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,4,N1,27.0,N1,20260523191502,N1,N1,,1.0,N1,,,,,,,,,,,,,,,,,,,,,,,,,Y,N1,A2700063,,,,,,,,,,,경상북도,의성군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
의료법인대남의료재단청도대남병원,054-370-5112,A2700038,,,,,,,,,,,,,Y,,Y,N1,N1,Y,9,N1,89.0,N1,20260523193423,N1,Y,,1.0,N1,10.0,,,,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,115.0,,,Y,N1,A2700038,,,,,,,,,,,경상북도,청도군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
청송군보건의료원,054-870-7119,E2700554,,,,,,,,,1.0,,,,,,Y,N1,N1,N1,5,N1,54.0,N1,20260523193500,N1,N1,,,N1,5.0,,,1.0,,,,,,,,,,,1.0,,,,,,,45.0,,,Y,N1,E2700554,,,,,,,,,,,경상북도,청송군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
포항성모병원,054-260-8600,A2700016,Y,Y,,5.0,,11.0,,,,6.0,5.0,Y,Y,Y,Y,Y,Y,Y,10,Y,125.0,Y,20260523193306,Y,Y,,9.0,Y,20.0,11.0,,,15.0,,,,17.0,9.0,1.0,3.0,2.0,2.0,25.0,1.0,6.0,4.0,1.0,2.0,3.0,468.0,,5.0,Y,Y,A2700016,1.0,,4.0,16.0,1.0,,,1.0,1.0,,경상북도,포항시,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,,2.0,3.0,,,,,,5.0,,,,,13.0,,,,,,,,,,,,2026-05-23 19:35:48
포항세명기독병원,054-289-1711,A2700002,,,,,,,1.0,,1.0,,,,Y,Y,Y,Y,Y,Y,3,Y,155.0,Y,20260523193450,N1,Y,,14.0,Y,15.0,,1.0,3.0,,,,,,14.0,,6.0,5.0,4.0,25.0,,,5.0,1.0,1.0,1.0,665.0,,,Y,N1,A2700002,0.0,,9.0,54.0,1.0,,,1.0,6.0,,경상북도,포항시,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
에스포항병원,054-289-9120,A2700008,Y,,,,,,,,1.0,,,,Y,Y,Y,Y,Y,Y,5,N1,115.0,N1,20260523193316,N1,Y,,4.0,N1,6.0,,,1.0,,,,,,4.0,,2.0,2.0,3.0,9.0,9.0,,1.0,,,,239.0,,,Y,Y,A2700008,1.0,,3.0,14.0,1.0,,,,,,경상북도,포항시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
의료법인은성의료재단좋은선린병원,054-245-5200,A2702563,,,,,,,,,2.0,,,,Y,N,Y,N,N1,Y,9,N1,105.0,N1,20260523193519,N1,Y,,4.0,N,10.0,,,2.0,,,,,,4.0,,1.0,1.0,2.0,7.0,,,,,,14.0,281.0,,,N,N1,A2702563,1.0,,2.0,17.0,1.0,,2.0,,,2.0,경상북도,포항시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
경상북도포항의료원,054-245-0129,A2700005,,,,,,,1.0,,1.0,,,,Y,,Y,N1,N1,Y,5,N1,0.0,N1,20260523193502,N1,Y,,3.0,N1,8.0,,1.0,1.0,,,,,,3.0,,1.0,1.0,,4.0,,,,,,,142.0,,,Y,N1,A2700005,1.0,37.0,11.0,19.0,1.0,86.0,,5.0,7.0,,경상북도,포항시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
KS병원,062-975-9119,A1500019,,,,,3.0,7.0,1.0,,2.0,,,,Y,Y,Y,Y,Y,Y,8,N1,49.0,Y,20260523193149,N1,Y,,4.0,N1,15.0,7.0,1.0,2.0,,11.0,,,,4.0,,2.0,2.0,1.0,5.0,,,1.0,,1.0,,270.0,,,Y,N1,A1500019,,,2.0,12.0,,,,,,,광주광역시,광산구,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
첨단종합병원,062-601-8119,A1500011,,,,,,,1.0,,2.0,,,,Y,Y,Y,Y,N1,Y,11,N1,143.0,N1,20260523193250,N1,Y,,5.0,N1,22.0,,1.0,2.0,,,,,,5.0,,2.0,1.0,1.0,10.0,,,,,,,412.0,,,Y,N1,A1500011,1.0,10.0,6.0,23.0,1.0,49.0,,1.0,1.0,,광주광역시,광산구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
신가병원,062-610-8119,A1500006,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,9,N1,51.0,N1,20260523193427,N1,Y,,3.0,N1,9.0,,,1.0,,,,,,3.0,,1.0,1.0,,1.0,,,,,,,201.0,,,Y,N1,A1500006,,,,,,,,,,,광주광역시,광산구,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
광주센트럴병원,062-960-5119,A1502007,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,6,N1,45.0,N1,20260523193508,N1,Y,,3.0,N1,10.0,,,1.0,,,,,,3.0,,1.0,1.0,,1.0,,,,,,,299.0,,,Y,N1,A1502007,,,,,,,,,,,광주광역시,광산구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
하남성심병원,062-958-1250,A1500017,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,11,N1,13.0,N1,20260523193311,N1,Y,,5.0,N1,19.0,,,1.0,,,,,,5.0,,1.0,1.0,,4.0,,,,,,,261.0,,,Y,N1,A1500017,,,0.0,10.0,,,,,,,광주광역시,광산구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
광주수완병원,062-958-1119,A1500018,,,,,,,,,0.0,,,,Y,,Y,N1,N1,Y,8,N1,43.0,N1,20260523192850,N1,Y,,3.0,N1,9.0,,,1.0,,,,,,3.0,,1.0,1.0,,2.0,,,,,,,177.0,,,Y,N1,A1500018,,,,,,,,,,,광주광역시,광산구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
광주보훈병원,062-602-6119,A1500004,,,,,,,1.0,,0.0,,,,Y,Y,Y,Y,Y,Y,12,N1,104.0,N1,20260523193134,N1,Y,,7.0,N1,14.0,,1.0,1.0,,,,,,7.0,,2.0,3.0,2.0,11.0,,,2.0,,,,512.0,,,Y,N1,A1500004,1.0,,17.0,25.0,1.0,,,2.0,2.0,,광주광역시,광산구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
광주기독병원,062-650-5119,A1500021,,,,,0.0,,1.0,1.0,2.0,,,N,Y,Y,Y,Y,Y,Y,9,N1,105.0,N1,20260523193126,N1,Y,3.0,9.0,N1,20.0,,1.0,2.0,,16.0,9.0,3.0,,8.0,0.0,2.0,2.0,2.0,11.0,,,2.0,,,,514.0,,,Y,N1,A1500021,0.0,,,,3.0,,,,,,광주광역시,남구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
동아병원,062-650-2515,A1500013,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,7,N1,94.0,N1,20260523193539,N1,Y,,6.0,N1,9.0,,,1.0,,,,,,6.0,,1.0,2.0,,1.0,,,,,,,276.0,,,Y,N1,A1500013,,,,,,,,,,,광주광역시,남구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
광주씨티병원,062-460-7119,A1500009,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,9,N1,70.0,N1,20260523193356,N1,Y,,4.0,N1,10.0,,,1.0,,,,,,4.0,,1.0,1.0,,1.0,,,,,,,173.0,,,Y,N1,A1500009,,,,,,,,,,,광주광역시,남구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
전남대학교병원,062-220-6801,A1500002,Y,Y,,1.0,2.0,4.0,,1.0,,6.0,12.0,Y,Y,Y,Y,Y,Y,Y,10,Y,301.0,Y,20260523193500,Y,Y,3.0,18.0,Y,26.0,4.0,,,18.0,11.0,12.0,33.0,30.0,20.0,8.0,5.0,4.0,7.0,86.0,22.0,32.0,12.0,7.0,6.0,1.0,811.0,,2.0,Y,Y,A1500002,,15.0,1.0,8.0,,32.0,,4.0,7.0,,광주광역시,동구,,,,,4.0,2.0,10.0,1.0,0.0,11.0,15.0,20.0,40.0,2.0,,,2.0,6.0,,,2.0,3.0,1.0,9.0,2.0,5.0,2.0,4.0,8.0,13.0,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
조선대학교병원,062-220-3129,A1500001,Y,Y,,1.0,4.0,4.0,0.0,13.0,0.0,10.0,12.0,Y,Y,Y,Y,Y,Y,Y,4,Y,201.0,Y,20260523193414,Y,Y,6.0,14.0,Y,23.0,4.0,0.0,0.0,20.0,16.0,20.0,20.0,28.0,15.0,3.0,5.0,3.0,3.0,65.0,11.0,15.0,24.0,5.0,1.0,1.0,545.0,,2.0,Y,Y,A1500001,0.0,8.0,,,2.0,15.0,,5.0,5.0,,광주광역시,동구,,,,,,,13.0,,,,19.0,,,,,,,,,1.0,2.0,3.0,,,2.0,3.0,,,,,,,2.0,,,,,2.0,,,,,,,,,,,2026-05-23 19:35:48
광주병원,062-260-7119,A1500015,,,,,,,,,1.0,,,,Y,Y,Y,Y,N1,Y,4,N1,41.0,N1,20260523192720,N1,Y,,4.0,N1,10.0,,,1.0,,,,,,4.0,,1.0,1.0,1.0,1.0,,,,,,,278.0,,,Y,N1,A1500015,,,0.0,13.0,,,,,,,광주광역시,북구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
운암한국병원,062-608-8119,A1500010,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,7,N1,65.0,N1,20260523193459,N1,N,,,N1,9.0,,,1.0,,,,,,,,1.0,1.0,,1.0,,,,,,,208.0,,,Y,N1,A1500010,,,,,,,,,,,광주광역시,북구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
광주현대병원,062-570-0119,A1500003,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,4,N1,73.0,N1,20260523193318,N1,Y,,5.0,N1,9.0,,,1.0,,,,,,5.0,,1.0,2.0,,1.0,,,,,,,236.0,,,Y,N1,A1500003,,,,,,,,,,,광주광역시,북구,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
광주일곡병원,062-608-7119,A1500005,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,4,N1,61.0,N1,20260523193522,N1,Y,,2.0,N1,9.0,,,1.0,,,,,,2.0,,1.0,1.0,,1.0,,,,,,,144.0,,,Y,N1,A1500005,,,,,,,,,,,광주광역시,북구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
광주희망병원,062-608-6119,A1500007,,,,,,,,,1.0,,,,,,Y,N1,N1,N1,8,N1,60.0,N1,20260523193040,N1,N1,,3.0,N1,9.0,,,1.0,,,,,,3.0,,,,,,,,,,,,182.0,,,N1,N1,A1500007,1.0,,0.0,8.0,1.0,,,,,,광주광역시,북구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
서광병원,062-600-8119,A1500020,,,,,,2.0,2.0,,1.0,,,N,Y,N,Y,N,Y,Y,18,N1,28.0,N1,20260523193433,N1,Y,,1.0,N1,18.0,2.0,2.0,1.0,,,,,,2.0,0.0,1.0,1.0,0.0,1.0,,,1.0,,,,136.0,,,Y,N1,A1500020,0.0,,8.0,18.0,1.0,,,1.0,1.0,,광주광역시,서구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
상무병원,062-600-7119,A1500022,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,7,N1,93.0,N1,20260523193414,N1,Y,,3.0,N1,9.0,,,1.0,,,,,,3.0,,1.0,1.0,,1.0,,,,,,,202.0,,,Y,N1,A1500022,,,,,,,,,,,광주광역시,서구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
광주한국병원,062-380-3119,A1500016,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,8,N1,81.0,N1,20260523193045,N1,Y,,4.0,N1,15.0,,,1.0,,,,,,4.0,,1.0,1.0,,1.0,,,,,,,259.0,,,Y,N1,A1500016,,,,,,,,,,,광주광역시,서구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
미래로21병원,062-450-1119,A1500014,,,,,,,,,1.0,,,,Y,Y,Y,Y,Y,Y,5,N1,67.0,N1,20260523193305,N1,Y,,3.0,N1,9.0,,,1.0,,,,,,3.0,,1.0,1.0,1.0,4.0,,,1.0,,,,192.0,,,Y,N1,A1500014,,,6.0,8.0,,,,,,,광주광역시,서구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
영남대학교병원,053-620-3177,A1300001,Y,Y,1.0,3.0,2.0,3.0,2.0,7.0,3.0,6.0,20.0,Y,Y,Y,Y,Y,Y,Y,19,Y,238.0,Y,20260523193237,Y,Y,5.0,22.0,Y,28.0,3.0,2.0,3.0,21.0,10.0,15.0,15.0,30.0,23.0,2.0,4.0,4.0,4.0,75.0,5.0,11.0,8.0,5.0,5.0,1.0,704.0,1.0,3.0,Y,Y,A1300001,7.0,12.0,,,13.0,20.0,,5.0,7.0,,대구광역시,남구,,,,,,,10.0,,,,14.0,,,,,,,,,,,0.0,,,,0.0,,0.0,,7.0,,,0.0,,,,,0.0,,,,,,,,,,,2026-05-23 19:35:48
대구가톨릭대학교병원,053-650-3000,A1300004,Y,Y,,,0.0,,1.0,5.0,3.0,,,Y,Y,Y,Y,Y,Y,Y,6,Y,313.0,Y,20260523193412,Y,Y,7.0,19.0,N1,24.0,,1.0,3.0,,15.0,25.0,42.0,,19.0,2.0,3.0,3.0,5.0,58.0,20.0,32.0,8.0,3.0,4.0,,704.0,,,Y,Y,A1300004,3.0,4.0,0.0,0.0,6.0,20.0,,3.0,9.0,,대구광역시,남구,,,,,,,4.0,,,,16.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
드림종합병원,053-640-8575,A1300034,,,,,,,,,1.0,,,,Y,Y,Y,Y,Y,Y,5,Y,75.0,N1,20260523193318,N1,N,,3.0,N1,8.0,,,1.0,,,,,,3.0,,2.0,1.0,1.0,2.0,,,1.0,1.0,,,183.0,,,Y,N1,A1300034,,,,,,,,,,,대구광역시,남구,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
