hpid,old_hpid_x,hospital_name,dutyAddr,sido,sigungu,emergency_type_code,emergency_type_name,tel_main,emergency_tel,lat,lon,realtime_hospital_name,realtime_emergency_tel,pediatric_ventilator_status,incubator_status,avail_er_dedicated_icu_negative_pressure,avail_er_dedicated_icu_general_isolation,avail_icu_internal_medicine,avail_pediatric_beds,avail_er_negative_pressure_isolation_beds,avail_icu_surgery,avail_er_general_isolation_beds,avail_er_dedicated_icu,avail_er_dedicated_inpatient_beds,delivery_room_status,ct_status,angio_status,available_ambulance_yn,available_angio_yn,available_crrt_yn,available_ct_yn,avail_er_general_beds,available_ecmo_yn,avail_inpatient_general_beds,available_targeted_temperature_management_yn,realtime_updated_at,available_incubator_yn,available_mri_yn,avail_icu_neonatal,avail_operating_rooms,available_hyperbaric_oxygen_yn,standard_er_general_beds,standard_pediatric_beds,standard_er_negative_pressure_isolation_beds,standard_er_general_isolation_beds,standard_er_dedicated_icu,standard_icu_internal_medicine,standard_icu_surgery,standard_icu_neonatal,standard_er_dedicated_inpatient_beds,standard_operating_rooms,standard_delivery_rooms,standard_ct,standard_mri,standard_angio,standard_ventilator_general,standard_ventilator_premature,standard_incubator,standard_crrt,standard_ecmo,standard_targeted_temperature_management,standard_hyperbaric_oxygen,standard_inpatient_general_beds,standard_er_dedicated_icu_negative_pressure,standard_er_dedicated_icu_general_isolation,available_ventilator_yn,available_ventilator_premature_yn,old_hpid_y,avail_icu_negative_pressure_isolation,avail_psychiatric_closed_ward_beds,avail_icu_general,standard_icu_general,standard_icu_negative_pressure_isolation,standard_psychiatric_closed_ward_beds,avail_infection_moderate_beds,avail_inpatient_negative_pressure_isolation,standard_inpatient_negative_pressure_isolation,standard_infection_moderate_beds,query_sido,query_sigungu,avail_cohort_isolation,standard_cohort_isolation,avail_infection_severe_beds,avail_infection_semi_severe_beds,avail_trauma_dedicated_inpatient_beds,avail_trauma_dedicated_operating_rooms,avail_icu_neurosurgery,avail_trauma_resuscitation_room,avail_trauma_patient_care_area,avail_icu_trauma,standard_icu_neurosurgery,standard_icu_trauma,standard_trauma_dedicated_inpatient_beds,standard_trauma_dedicated_operating_rooms,standard_infection_severe_beds,standard_infection_semi_severe_beds,standard_trauma_resuscitation_room,standard_trauma_patient_care_area,avail_burn_treatment_room,standard_burn_treatment_room,avail_isolation_negative_pressure_area_beds,avail_isolation_general_area_beds,avail_icu_neurology,standard_icu_neurology,standard_isolation_negative_pressure_area_beds,standard_isolation_general_area_beds,avail_icu_pediatric,avail_icu_cardiology,standard_icu_pediatric,standard_icu_cardiology,avail_pediatric_general_isolation,avail_er_dedicated_inpatient_negative_pressure,avail_er_dedicated_inpatient_general_isolation,avail_infectious_disease_icu_beds,avail_infectious_disease_icu_negative_pressure_beds,standard_pediatric_general_isolation,standard_er_dedicated_inpatient_negative_pressure,standard_er_dedicated_inpatient_general_isolation,standard_infectious_disease_icu_beds,standard_infectious_disease_icu_negative_pressure_beds,avail_icu_thoracic_surgery,standard_icu_thoracic_surgery,avail_pediatric_negative_pressure_isolation,avail_er_dedicated_pediatric_icu,avail_er_dedicated_pediatric_inpatient_beds,standard_er_dedicated_pediatric_icu,standard_er_dedicated_pediatric_inpatient_beds,standard_pediatric_negative_pressure_isolation,collected_at,severe_hospital_name,severe_myocardial_infarction_reperfusion_yn,severe_infant_intussusception_obstruction_yn,severe_adult_gi_emergency_endoscopy_yn,severe_infant_gi_emergency_endoscopy_yn,severe_adult_bronchial_emergency_endoscopy_yn,severe_infant_bronchial_emergency_endoscopy_yn,severe_low_birth_weight_infant_intensive_care_yn,severe_obstetric_delivery_yn,severe_obstetric_surgery_yn,severe_gynecologic_surgery_yn,severe_burn_specialized_treatment_yn,severe_cerebral_infarction_reperfusion_yn,severe_finger_toe_replantation_yn,severe_other_limb_replantation_yn,severe_emergency_dialysis_hd_yn,severe_emergency_dialysis_crrt_yn,severe_psychiatric_emergency_closed_ward_yn,severe_ophthalmic_emergency_surgery_yn,severe_adult_interventional_radiology_yn,severe_infant_interventional_radiology_yn,severe_er_gatekeeper_yn,severe_subarachnoid_hemorrhage_surgery_yn,severe_other_cerebral_hemorrhage_surgery_yn,severe_thoracic_aortic_emergency_yn,severe_abdominal_aortic_emergency_yn,severe_gallbladder_disease_yn,severe_biliary_tract_disease_yn,severe_nontraumatic_abdominal_emergency_surgery_yn,severe_infant_intussusception_obstruction_msg,severe_infant_gi_emergency_endoscopy_msg,severe_low_birth_weight_infant_msg,severe_infant_interventional_radiology_msg,query_sido_severe,query_sigungu_severe,severe_infant_bronchial_emergency_endoscopy_msg,severe_collected_at
A1121013,A1121013,가톨릭대학교은평성모병원,서울특별시 은평구 통일로 1021 (진관동),서울특별시,은평구,G006,지역응급의료센터,02-1811-7755,02-1811-7755,37.63360840972685,126.91615048739686,가톨릭대학교은평성모병원,02-1811-7755,Y,Y,,,2.0,8.0,2.0,3.0,2.0,,,Y,Y,Y,Y,Y,Y,Y,9.0,Y,228.0,Y,20260523193509,Y,Y,5.0,19.0,N1,24.0,8.0,2.0,2.0,,16.0,9.0,19.0,,19.0,1.0,4.0,3.0,5.0,46.0,19.0,22.0,10.0,5.0,20.0,,651.0,,,Y,Y,A1121013,0.0,,,,4.0,,,2.0,5.0,,서울특별시,은평구,,,,,,,2.0,,,,13.0,,,,,,,,,,,,,,,,,5.0,,12.0,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,가톨릭대학교은평성모병원,Y,Y,Y,UNKNOWN,Y,UNKNOWN,UNKNOWN,Y,Y,Y,Y,Y,Y,Y,Y,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,Y,Y,Y,Y,Y,Y,,,,,서울특별시,은평구,,2026-05-23 19:35:48
A1100152,A1100152,은평연세병원,서울특별시 은평구 연서로 177 (갈현동),서울특별시,은평구,G009,응급실운영신고기관,02-388-8114,02-388-0119,37.6146922208583,126.917472218592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1117070,A1117070,최원호병원,"서울특별시 은평구 서오릉로 45, 최원호병원 (녹번동)",서울특별시,은평구,G009,응급실운영신고기관,02-1588-3797,02-3156-8119,37.604769594378,126.923855760856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1100004,A1100004,순천향대학교부속서울병원,서울특별시 용산구 대사관로 59 (한남동),서울특별시,용산구,G006,지역응급의료센터,02-709-9114,02-709-9117,37.53384172231443,127.00441798640304,순천향대학교부속서울병원,02-709-9117,Y,Y,,,,2.0,1.0,,2.0,,,Y,Y,Y,Y,Y,Y,Y,4.0,Y,206.0,Y,20260523193322,Y,Y,2.0,13.0,N1,20.0,4.0,1.0,2.0,,,,13.0,,13.0,3.0,3.0,3.0,4.0,51.0,8.0,15.0,14.0,5.0,3.0,,600.0,,,Y,Y,A1100004,2.0,2.0,15.0,45.0,10.0,21.0,,1.0,4.0,,서울특별시,용산구,0.0,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,2026-05-23 19:35:48,순천향대학교부속서울병원,N,UNKNOWN,Y,Y,UNKNOWN,UNKNOWN,Y,N,N,N,UNKNOWN,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,,,,,서울특별시,용산구,,2026-05-23 19:35:48
A1100045,A1100045,씨엠병원,"서울특별시 영등포구 영등포로36길 13 (영등포동4가, 충무병원)",서울특별시,영등포구,G007,지역응급의료기관,02-2678-0001,070-4698-7811,37.51884832876216,126.90367981067836,씨엠병원,070-4698-7811,,,,,,,,,,,,,,,Y,N1,N1,N1,9.0,N1,62.0,N1,20260523193000,N1,N1,,5.0,N1,10.0,,,,,,,,,5.0,,,,,,,,,,,,133.0,,,N1,N1,A1100045,,,,,,,,,,,서울특별시,영등포구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,씨엠병원,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,서울특별시,영등포구,,2026-05-23 19:35:48
A1100163,A1100163,한강수병원,"서울특별시 영등포구 영등포로 83, 한강수병원 (양평동1가)",서울특별시,영등포구,G009,응급실운영신고기관,02-1800-7119,02-2063-8413,37.5224047841717,126.890913736375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1100054,A1100054,성애의료재단성애병원,"서울특별시 영등포구 여의대방로53길 22 (신길동, 성애병원)",서울특별시,영등포구,G006,지역응급의료센터,02-840-7114,02-840-7115,37.51205044957338,126.92236733617032,성애의료재단성애병원,02-840-7115,Y,Y,,,,,1.0,,4.0,,,Y,Y,Y,Y,Y,Y,Y,12.0,N1,62.0,N1,20260523193440,Y,Y,3.0,5.0,N1,15.0,,1.0,4.0,,,,4.0,,5.0,2.0,2.0,2.0,1.0,8.0,5.0,14.0,2.0,,,,252.0,,,Y,Y,A1100054,0.0,,4.0,19.0,1.0,,,,,,서울특별시,영등포구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,성애의료재단성애병원,Y,UNKNOWN,N,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,N,N,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,Y,UNKNOWN,UNKNOWN,Y,UNKNOWN,Y,,,,,서울특별시,영등포구,,2026-05-23 19:35:48
A1100055,A1100055,한림대학교강남성심병원,"서울특별시 영등포구 신길로 1 (대림동, 강남성심병원)",서울특별시,영등포구,G006,지역응급의료센터,02-829-5114,02-829-5119,37.4932492859,126.9086725295,한림대학교강남성심병원,02-829-5119,Y,Y,,,3.0,2.0,1.0,5.0,2.0,,,Y,Y,Y,Y,Y,Y,Y,16.0,Y,230.0,Y,20260523193255,Y,Y,4.0,14.0,N1,22.0,2.0,1.0,2.0,,21.0,25.0,12.0,,14.0,3.0,3.0,3.0,2.0,50.0,21.0,22.0,13.0,3.0,2.0,,496.0,,,Y,Y,A1100055,5.0,,,,7.0,,,,,,서울특별시,영등포구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,한림대학교강남성심병원,Y,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,UNKNOWN,Y,Y,UNKNOWN,Y,Y,Y,UNKNOWN,UNKNOWN,Y,Y,Y,,,,,서울특별시,영등포구,,2026-05-23 19:35:48
A1100037,A1100037,대림성모병원,"서울특별시 영등포구 시흥대로 657 (대림동, 대림성모병원)",서울특별시,영등포구,G007,지역응급의료기관,02-829-9000,02-829-9129,37.49068925436284,126.90716948025135,대림성모병원,02-829-9129,,,,,,,,,2.0,,,,Y,,Y,N1,N1,Y,8.0,N1,70.0,N1,20260523193037,N1,Y,,4.0,N1,8.0,,,2.0,,,,,,4.0,,1.0,1.0,,1.0,,,,,,,131.0,,,Y,N1,A1100037,,,,,,,,,,,서울특별시,영등포구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,대림성모병원,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,서울특별시,영등포구,,2026-05-23 19:35:48
A1100038,A1100038,한림대학교한강성심병원,"서울특별시 영등포구 버드나루로7길 12 (영등포동7가, 한강성심병원)",서울특별시,영등포구,G009,응급실운영신고기관,02-2639-5114,02-2639-5555,37.52346674579277,126.91033000120588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1100024,A1100024,명지성모병원,"서울특별시 영등포구 도림로 156, 명지성모병원 (대림동)",서울특별시,영등포구,G007,지역응급의료기관,02-1899-1475,02-829-7800,37.4938507104387,126.89925446922592,명지성모병원,02-829-7800,,,,,,,1.0,,1.0,,,,Y,Y,Y,Y,N1,Y,8.0,N1,107.0,N1,20260523193556,N1,Y,,3.0,N1,8.0,,1.0,1.0,,,,,,3.0,,1.0,3.0,2.0,7.0,,,,,,,212.0,,,Y,N1,A1100024,1.0,,9.0,12.0,1.0,,,,,,서울특별시,영등포구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,명지성모병원,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,서울특별시,영등포구,,2026-05-23 19:35:48
A1100255,A1100255,의료법인인봉의료재단영등포병원,서울특별시 영등포구 당산로31길 10 (당산동3가),서울특별시,영등포구,G009,응급실운영신고기관,02-2635-2809,02-2632-0013,37.526858089517,126.89561402986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1100011,A1100011,가톨릭대학교여의도성모병원,"서울특별시 영등포구 63로 10, 여의도성모병원 (여의도동)",서울특별시,영등포구,G006,지역응급의료센터,02-1661-7575,02-3779-1199,37.51827233800711,126.93673129599132,가톨릭대학교여의도성모병원,02-3779-1199,,,,,2.0,,1.0,4.0,4.0,,,Y,Y,Y,Y,Y,Y,Y,11.0,Y,78.0,Y,20260523193510,N1,Y,,13.0,N1,15.0,,1.0,4.0,,11.0,9.0,,,13.0,2.0,2.0,2.0,2.0,23.0,,,5.0,2.0,2.0,,330.0,,,Y,N1,A1100011,0.0,,,,1.0,,,1.0,1.0,,서울특별시,영등포구,,,,,,,4.0,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,가톨릭대학교여의도성모병원,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,UNKNOWN,Y,Y,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,Y,,,,,서울특별시,영등포구,,2026-05-23 19:35:48
A1100005,A1100005,이화여자대학교의과대학부속목동병원,서울특별시 양천구 안양천로 1071 (목동),서울특별시,양천구,G001,권역응급의료센터,02-2650-5114,02-2650-5911,37.53654282637804,126.8862159683056,이화여자대학교의과대학부속목동병원,02-2650-5911,Y,Y,1.0,1.0,2.0,8.0,2.0,6.0,4.0,7.0,16.0,Y,Y,Y,Y,Y,Y,Y,7.0,Y,102.0,Y,20260523193442,Y,Y,10.0,13.0,N1,19.0,8.0,2.0,4.0,19.0,10.0,13.0,28.0,32.0,13.0,2.0,4.0,4.0,4.0,58.0,10.0,34.0,9.0,3.0,5.0,,526.0,1.0,1.0,Y,Y,A1100005,0.0,2.0,,,4.0,10.0,,3.0,9.0,,서울특별시,양천구,,,,,,,11.0,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,이화여자대학교의과대학부속목동병원,Y,UNKNOWN,Y,UNKNOWN,Y,UNKNOWN,Y,Y,Y,Y,UNKNOWN,Y,Y,UNKNOWN,Y,Y,Y,Y,Y,UNKNOWN,Y,Y,Y,Y,Y,Y,Y,Y,,,,,서울특별시,양천구,,2026-05-23 19:35:48
A1100223,A1100223,서울특별시서남병원,서울특별시 양천구 신정이펜1로 20 (신정동),서울특별시,양천구,G007,지역응급의료기관,1566-6688,02-6300-9129,37.51201935883779,126.8331299304024,서울특별시서남병원,02-6300-9129,,,,,,,1.0,,0.0,,,,Y,,Y,N1,Y,Y,5.0,Y,67.0,N1,20260523193000,N1,Y,,4.0,N1,6.0,,1.0,1.0,,,,,,4.0,,1.0,1.0,,16.0,,,1.0,1.0,,,275.0,,,Y,N1,A1100223,1.0,,5.0,17.0,1.0,,0.0,4.0,4.0,0.0,서울특별시,양천구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,서울특별시서남병원,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,N,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,N,UNKNOWN,UNKNOWN,,,,,서울특별시,양천구,,2026-05-23 19:35:48
A1100019,A1100019,홍익병원,"서울특별시 양천구 목동로 225, 홍익병원본관 (신정동)",서울특별시,양천구,G007,지역응급의료기관,02-2693-5555,02-2600-0777,37.52844147447355,126.8636640030062,홍익병원,02-2600-0777,,,,,,,,,1.0,,,,Y,Y,Y,Y,N,Y,4.0,N1,91.0,N1,20260523193357,N1,Y,,4.0,N1,9.0,,,1.0,,,,,,4.0,,4.0,2.0,2.0,7.0,,,1.0,,,,251.0,,,Y,N1,A1100019,1.0,,8.0,14.0,1.0,,,1.0,1.0,,서울특별시,양천구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,홍익병원,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,서울특별시,양천구,,2026-05-23 19:35:48
A1100009,A1100009,재단법인아산사회복지재단서울아산병원,"서울특별시 송파구 올림픽로43길 88, 서울아산병원 (풍납동)",서울특별시,송파구,G006,지역응급의료센터,02-3010-3114,02-3010-3333,37.526563966361216,127.10823825113609,재단법인아산사회복지재단서울아산병원,02-3010-3333,Y,Y,1.0,3.0,4.0,2.0,1.0,10.0,9.0,2.0,,Y,Y,Y,Y,Y,Y,Y,10.0,Y,510.0,Y,20260523193415,Y,Y,11.0,2.0,Y,36.0,11.0,1.0,22.0,2.0,24.0,36.0,61.0,,4.0,8.0,21.0,15.0,17.0,190.0,33.0,49.0,30.0,14.0,5.0,1.0,2118.0,1.0,6.0,Y,Y,A1100009,15.0,2.0,8.0,9.0,45.0,20.0,,8.0,8.0,,서울특별시,송파구,,,,,,,2.0,,,,12.0,,,,,,,,,,,,7.0,13.0,,,2.0,1.0,26.0,12.0,1.0,,,,,1.0,,,,,3.0,12.0,1.0,2.0,3.0,2.0,6.0,2.0,2026-05-23 19:35:48,재단법인아산사회복지재단서울아산병원,Y,Y,Y,Y,UNKNOWN,UNKNOWN,Y,Y,Y,Y,UNKNOWN,Y,UNKNOWN,UNKNOWN,Y,Y,Y,Y,Y,UNKNOWN,Y,Y,Y,UNKNOWN,Y,Y,Y,Y,,,,,서울특별시,송파구,,2026-05-23 19:35:48
A1100039,A1100039,경찰병원,"서울특별시 송파구 송이로 123, 국립경찰병원 (가락동)",서울특별시,송파구,G007,지역응급의료기관,02-3400-1114,02-3400-1300,37.49641321356079,127.123487935032,경찰병원,02-3400-1300,,,,,,,1.0,,,,,,Y,,Y,N1,Y,Y,3.0,N1,141.0,N1,20260523193503,N1,Y,,7.0,N1,3.0,,1.0,,,,,,,7.0,,2.0,3.0,,10.0,,,2.0,,,,187.0,,,Y,N1,A1100039,2.0,,14.0,14.0,2.0,,,2.0,2.0,,서울특별시,송파구,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,경찰병원,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,서울특별시,송파구,,2026-05-23 19:35:48
A1125429,A1125429,강철병원,"서울특별시 송파구 백제고분로 252, SH타워 2~8층 (삼전동)",서울특별시,송파구,G009,응급실운영신고기관,02-6287-5500,02-6287-5500,37.50234558341771,127.09429683872202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1100008,A1100008,학교법인고려중앙학원고려대학교의과대학부속병원(안암병원),"서울특별시 성북구 고려대로 73, 고려대병원 (안암동5가)",서울특별시,성북구,G001,권역응급의료센터,1577-0083,02-920-5374,37.58715608002366,127.02647086385966,학교법인고려중앙학원고려대학교의과대학부속병원(안암병원),02-920-5374,Y,Y,0.0,,0.0,4.0,,5.0,,4.0,18.0,Y,Y,Y,Y,Y,Y,Y,6.0,Y,253.0,Y,20260523193206,Y,Y,0.0,23.0,N1,30.0,4.0,,,14.0,16.0,19.0,17.0,30.0,25.0,4.0,7.0,6.0,8.0,84.0,14.0,20.0,11.0,8.0,7.0,,777.0,6.0,,Y,Y,A1100008,1.0,1.0,,,6.0,10.0,,1.0,3.0,,서울특별시,성북구,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,2.0,7.0,,2.0,,9.0,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,학교법인고려중앙학원고려대학교의과대학부속병원(안암병원),Y,Y,Y,Y,UNKNOWN,UNKNOWN,Y,Y,Y,Y,UNKNOWN,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,서울특별시,성북구,,2026-05-23 19:35:48
A1122381,A1122381,재단법인베스티안재단베스티안서울병원,서울특별시 성동구 왕십리로 382 (하왕십리동),서울특별시,성동구,G009,응급실운영신고기관,02-3452-7575,02-6211-7965,37.5651102845783,127.028019796271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1100013,A1100013,한양대학교병원,서울특별시 성동구 왕십리로 222-1 (사근동),서울특별시,성동구,G001,권역응급의료센터,02-2290-8114,02-2290-8284,37.559944533564746,127.04488284061982,한양대학교병원,02-2290-8284,Y,Y,2.0,1.0,4.0,2.0,,4.0,,9.0,18.0,Y,Y,Y,Y,Y,Y,Y,11.0,Y,277.0,Y,20260523193259,Y,Y,3.0,16.0,Y,20.0,3.0,,,22.0,12.0,13.0,25.0,30.0,16.0,1.0,3.0,2.0,3.0,69.0,10.0,20.0,11.0,4.0,3.0,1.0,670.0,2.0,5.0,Y,Y,A1100013,2.0,0.0,0.0,0.0,2.0,16.0,,1.0,2.0,,서울특별시,성동구,,,,,,,,,,,,,,,,,,,,,4.0,6.0,,,4.0,8.0,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,한양대학교병원,Y,Y,Y,Y,UNKNOWN,UNKNOWN,Y,Y,Y,Y,UNKNOWN,Y,Y,Y,Y,Y,Y,Y,Y,UNKNOWN,Y,Y,Y,Y,Y,Y,Y,Y,,,,,서울특별시,성동구,,2026-05-23 19:35:48
A1122033,A1122033,기쁨병원,"서울특별시 서초구 서초중앙로 4, 기쁨병원 (서초동)",서울특별시,서초구,G007,지역응급의료기관,02-570-1234,02-570-1212,37.482713030212,127.018063486739,기쁨병원,02-570-1212,,,,,,,,,1.0,,,,Y,Y,Y,Y,N1,Y,1.0,N1,54.0,N1,20260523193459,N1,Y,,7.0,N1,4.0,,,1.0,,,,,,8.0,,2.0,2.0,1.0,1.0,,,,,,,110.0,,,Y,N1,A1122033,,,,,,,,,,,서울특별시,서초구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,기쁨병원,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,서울특별시,서초구,,2026-05-23 19:35:48
